,FAQ_Titles,FAQ_Desc,FAQ_Urls
875,Is it time to switch to an electric car?,"Find out more from Energy Saving Trust, with their guide to electric cars",https://www.barclays.co.uk/sustainability/greener-travel/is-it-time-to-switch-to-electric/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D870%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
876,Agricultural asset finance,Asset finance could help you spread the cost of purchasing assets for your agriculture business – you could also benefit from 0.25% cashback.,https://www.barclays.co.uk/business-banking/sectors/agri-business/asset-finance/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D870%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
877,Barclays Multi-Manager Funds,Managed by our experts alongside the best third party managers.,https://www.barclays.co.uk/wealth-management/investments/multimanager-fund/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D870%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
878,Your first steps,Taking your first steps as an investor can be daunting. We look at some of the principles you need to get to grips with before you begin.,https://www.barclays.co.uk/smart-investor/new-to-investing/your-first-steps/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D870%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
879,Barclays Online Banking,Barclays Online Banking is a safe and convenient way to take care of your everyday banking from home.,https://www.barclays.co.uk/business-banking/ways-to-bank/online-banking/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D880%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
880,Tips to start exporting,Discover the importance of export trade for your business. Follow the story from one SME owner and see how to find help.,https://www.barclays.co.uk/business-banking/business-insight/importance-of-exporting/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D880%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
881,How are my monthly payments allocated?,,https://www.barclays.co.uk/help/barclays-partner-finance/how-are-my-monthly-payments-worked-out/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D880%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
882,Export letters of credit,Export letters of credit cover your trade risk by giving you a guarantee that you’ll be paid once you’ve provided the required documentation.,https://www.barclays.co.uk/business-banking/business-abroad/export-letters-of-credit/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D880%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
883,Confessions of an estate agent,Confessions of an estate agent: find out which questions to ask when buying or viewing a house,https://www.barclays.co.uk/mortgages/guides/confessions-of-an-estate-agent/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D880%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
884,Steps to buying your first home,A breakdown of the property buying process for first-time buyers.,https://www.barclays.co.uk/moments/steps-to-buying-your-first-home/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D880%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
885,Managing financial difficulties,"Our guide to spotting the signs of financial difficulties for businesses, and how to cope with debt.",https://www.barclays.co.uk/business-banking/borrow/help-with-debt/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D880%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
886,How do I upload a document to Barclays Cloud It?,You can upload a document to Barclays Cloud It in Online Banking. See how here.,https://www.barclays.co.uk/help/Cloud-It/upload-docs/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D880%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
887,How to improve your home,Revamp your home to breathe new life into well-used spaces. We’ll share some key things to consider when it comes to your home improvements.,https://www.barclays.co.uk/journal/how-to-improve-your-home/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D880%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
888,Why the savings gap can’t be ignored,Most people recognise the importance of saving. But a lack of awareness and understanding means many are at risk of not saving enough for the future.,https://www.barclays.co.uk/smart-investor/new-to-investing/before-you-start/why-the-savings-gap-cant-be-ignored/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D880%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
889,Explained,Here are some tips from Energy Saving Trust about some steps you could take which might make your home more energy efficient,https://www.barclays.co.uk/sustainability/greener-homes/making-your-home-energy-efficient/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D890%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
890,Investing in uncertain markets,Market volatility can test your nerves as well as your investments. Find out what you should consider when investing in uncertain markets.,https://www.barclays.co.uk/smart-investor/news-and-research/investment-strategies/investing-in-uncertain-markets/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D890%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
891,Giving your loved ones financial gifts,Discover the best ways to gift money and pass your wealth to your grandchildren now so you can leave your finances in the best way for your family.,https://www.barclays.co.uk/moments/helping-younger-generations/gifting-money-to-grandchildren/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D890%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
892,Happy Leap Year: three ISA resolutions for your extra day,Happy Leap Year: three resolutions for using the extra day to sort your ISA.,https://www.barclays.co.uk/smart-investor/accounts/investment-isa/happy-leap-year/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D890%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
893,What are IBANs and SWIFT codes?,See the definitions and differences here.,https://www.barclays.co.uk/help/international/payments/making-and-receiving-international-payments/what-iban-swiftcode/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D890%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
894,What do I do if my Mobile PINsentry code isn’t working in Online Banking?,You’ll need to generate a new code if the one you have isn’t working. We’ll tell you how here.,https://www.barclays.co.uk/help/mobile-banking/pinsentry/code-not-working/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D890%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
895,Can I rent out my home under my current mortgage?,You'll need to ask for permission to rent your home out with a Barclays mortgage. Some terms and conditions don't allow it. Find out more here.,https://www.barclays.co.uk/help/mortgages/buy-to-let/rent-home-out/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D890%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
896,How old do I have to be to do my banking online?,"See how old you have to be to register for Barclays Online Banking, and what kind of account you need.",https://www.barclays.co.uk/help/online-banking/using-online-banking/age-limit/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D890%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
897,How can I view my commercial Barclaycard in my Barclays Mobile Banking app?,Read the steps you need to take to view your commercial Barclaycard in the Barclays Mobile Banking app here.,https://www.barclays.co.uk/help/mobile-banking/using-mobile-banking/commercial-barclaycard/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D890%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
898,I’ve forgotten my Barclaycard PIN. Can I get a reminder?,"If you need a reminder of your Barclaycard PIN, call 0800 151 0900 or 0333 200 9090.",https://www.barclays.co.uk/help/cards/barclaycard/forgotten-barclaycard-pin/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D890%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
899,How to rent your home,Want to start letting a room or your whole home? Find out what you need to think about before you begin,https://www.barclays.co.uk/mortgages/guides/how-to-rent-your-home/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D900%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
900,What are CHAPS payments?,Find out what CHAPS payments are and how they differ from Faster Payments.,https://www.barclays.co.uk/help/payments/payment-information/chaps-payments/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D900%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
901,Agricultural sustainability,Find out how Barclays are helping farms become more sustainable.,https://www.barclays.co.uk/business-banking/sectors/agri-business/agriculture-sustainability/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D900%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
902,Barclays Multi-Impact Growth Fund,"Our award-winning fund can help you generate long-term capital growth, while also making a positive impact on social and environmental issues.",https://www.barclays.co.uk/wealth-management/investments/multi-impact-growth-fund/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D900%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
903,Barclays Multi-Asset Sustainable Fund,"Our award-winning fund can help you generate long-term capital growth, while also making a positive impact on social and environmental issues.",https://www.barclays.co.uk/wealth-management/investments/multi-asset-sustainable-fund/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D900%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
904,Barclays Global Markets Funds,"Find out how our combination of index-tracking funds aims to provide consistent, reliable long-term returns, while keeping your costs low.",https://www.barclays.co.uk/wealth-management/investments/globalmarkets-fund/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D900%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
905,I’ve registered for Paym – how will my information be used?,See how your personal information will be used if you register for Paym.,https://www.barclays.co.uk/help/pingit/paym/use-of-information/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D900%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
906,Planning your goals,Learn why you should figure out exactly what you want to get out of your investments before you put your money to work.,https://www.barclays.co.uk/smart-investor/new-to-investing/your-first-steps/planning-your-goals/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D900%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
907,Choosing a business structure,An overview on the features and responsibilities of different business structures that will help you decide which is best for your organisation.,https://www.barclays.co.uk/business-banking/business-insight/business-partnerships/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D900%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
908,Getting financial support for your business,Financial help is core to the start of a business. Here are the key things to do when you approach your bank for financial support.,https://www.barclays.co.uk/business-banking/business-insight/getting-financial-support/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D900%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
909,Luxury travel for less,We discuss the apps and sites powered by peer-to-peer sharing that can help you plan a luxury holiday for less.,https://www.barclays.co.uk/journal/plan-an-affordable-luxury-holiday/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D910%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
910,Take advantage of the ‘fresh’ tax year,"Here, we explore how to take advantage of our own cognitive dispositions in order to help us achieve our goals.",https://www.barclays.co.uk/smart-investor/news-and-research/investment-strategies/take-advantage-of-the-fresh-tax-year/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D910%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
911,Our products and services,"From wealth planning to mortgages, investment management to lending, we design our products and services to help you achieve your goals.",https://www.barclays.co.uk/wealth-management/why-barclays/our-products-and-services/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D910%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
912,Retirement planning,Retirement planning doesn’t have to be as complex as it sounds. Having the right help and being prepared can make it much more straightforward.,https://www.barclays.co.uk/wealth-management/news-and-insights/your-wealth/planning-for-retirement/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D910%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
913,Couples finance,"Find out how to manage your money as a couple. Our advice will help you save money, stress and time.",https://www.barclays.co.uk/journal/couples-finance/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D910%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
914,Families talking finance,"Families discuss the financial challenges they face and share useful, practical tips to help them achieve their goals.",https://www.barclays.co.uk/journal/families-talking-finance-premier/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D910%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
915,Barclays Funds List,The Barclays Funds List will help you narrow down the wide range of funds available for you to invest in.,https://www.barclays.co.uk/smart-investor/investments/barclays-funds-list/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D910%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
916,Our Investment Experts,Meet our experts who are responsible for providing the insights which can help you make smarter investing decisions.,https://www.barclays.co.uk/smart-investor/news-and-research/experts/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D910%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
917,Where can I find the latest investment news and market research?,"Barclays Stockbrokers provides expert research, insight and market news to help guide your investment choices.",https://www.barclays.co.uk/help/savings-and-investments/investments/market-news/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D910%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
918,Agricultural mortgage,"The mortgage designed to help farmers buy farmland, farm buildings or improve existing farm properties.",https://www.barclays.co.uk/business-banking/borrow/agricultural-mortgages/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D910%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
919,Apply for life insurance,Barclays Simple Life Insurance quotes from £6 per month. Answer just four questions to get an online quick quote now.,https://www.barclays.co.uk/insurance/life-insurance/barclays-simple-life-insurance/quick-quote-email/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D920%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
920,Sustainability for business,"Resources, support and tools for switching your business to electric vehicles.",https://www.barclays.co.uk/business-banking/sustainability-for-business/ev/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D920%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
921,DIY tips and tricks,DIY Troubleshooting: DIY tips and advice for homeowners wanting to refurbish or remodel parts of their home.,https://www.barclays.co.uk/mortgages/guides/diy-troubleshooting/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D920%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
922,Home heating controls,We asked experts at Energy Saving Trust for their guidance on getting the best from your heating controls.,https://www.barclays.co.uk/sustainability/greener-homes/heating-controls/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D920%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
923,Life insurance for mortgage protection,Barclays life insurance for mortgage protection helps ensure your home is protected if you die or become critically ill. See how it works. T&Cs apply.,https://www.barclays.co.uk/insurance/life-insurance/barclays-life-insurance-for-mortgage-holders/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D920%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
924,Refused a mortgage?,"Had a mortgage application declined? Here’s how to improve your prospects, plus other options to consider.",https://www.barclays.co.uk/mortgages/guides/can-i-still-get-a-mortgage/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D920%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
925,Professional Services,Tailored towards your professional needs.,https://www.barclays.co.uk/wealth-management/who-we-serve/professional-services/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D920%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
926,Lower emission driving,"With expert advice from Energy Saving Trust, here are 10 tips to help you change behaviour behind the wheel which could save energy use (and money too).",https://www.barclays.co.uk/sustainability/greener-travel/lower-emission-driving/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D920%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
927,How do I close my Barclays Smart Investor account?,Find out how to close your Barclays Smart Investor account.,https://www.barclays.co.uk/help/smart-investor/my-hub/how-do-i-close-my-barclays-smart-investor-account/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D920%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
928,Research your investments with Smart Investor,"Access our Research Centre to find out about a range of asset classes, as well as research, the latest news and market data.",https://www.barclays.co.uk/smart-investor/news-and-research/introducing-our-research-centre/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D920%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
929,Reducing unnecessary risk,"The level of risk you're willing to take may depend on several factors, such as your goals, how comfortable you are accepting losses, and your timeframe.",https://www.barclays.co.uk/smart-investor/new-to-investing/reducing-unnecessary-risk/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D930%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
930,Moving home checklist,Thinking about moving home? Our moving home checklist provides tips on understanding your mortgage options and getting ready to move. Find out more.,https://www.barclays.co.uk/mortgages/moving-home/checklist/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D930%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
931,Moving to a new area?,Planning to relocate to a new area? Read our tips on how to settle in.,https://www.barclays.co.uk/mortgages/guides/moving-to-a-new-area/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D930%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
932,Confessions of a surveyor,"Confessions of a surveyor: find out what a building surveyor does and what they look for in a house survey, so you can have some peace of mind",https://www.barclays.co.uk/mortgages/guides/confessions-of-a-surveyor/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D930%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
933,Business insurance,Protect your business with insurance from Barclays and Simply Business. Compare insurance quotes and get covered today.,https://www.barclays.co.uk/business-banking/simply-business/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D930%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
934,Cash and bonds,Cash and bonds are two of the main asset classes investors should know about. Find out more about how they work.,https://www.barclays.co.uk/smart-investor/investments-explained/cash-and-bonds/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D930%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
935,Explained,Find out about energy performance certificates with experts from Energy Saving Trust.,https://www.barclays.co.uk/sustainability/greener-homes/epcs-explained/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D930%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
936,Mortgages for moving home,"We’ll help you find a new mortgage deal for your new home – take a look at our latest rates, and read our guide to getting a mortgage with us.",https://www.barclays.co.uk/mortgages/moving-home/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D930%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
937,Guide to ISAs,Read about ISA allowances and the rules for tax-free savings – you can watch our helpful video too.,https://www.barclays.co.uk/savings/isas/guide-to-isas/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D930%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
938,Check how much you could afford,Check if you’re eligible and find out how much you could borrow with our simple buy-to-let mortgage calculator.,https://www.barclays.co.uk/mortgages/mortgage-calculator/buy-to-let-mortgage-calculator/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D930%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
939,Talking about younger generations,Real stories from grandparents about the childcare and support they have given their family and the implications this had for their own finances.,https://www.barclays.co.uk/moments/helping-younger-generations/grandparents-helping-with-childcare/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D940%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
